pair_id,logical_law,category_id,semantic_dimension,image_variant,image_path,question,expected_answer,predicted_answer_raw,predicted_answer_norm,is_correct
comm_conj_002,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_002_A.png,Is the floor dark in color?,yes,no,no,0
comm_conj_002,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_002_A.png,Are both animals present together?,yes,no,no,0
comm_conj_002,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_002_B.png,Is there a blue dog in the scene?,yes,no,no,0
comm_conj_002,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_002_B.png,Is there a yellow cat in the scene?,yes,yes,yes,1
comm_conj_002,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_002_B.png,Are the dog and cat on a metal floor?,yes,no,no,0
comm_conj_002,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_002_B.png,Is the floor dark in color?,yes,yes,yes,1
comm_conj_002,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_002_B.png,Are both animals present together?,yes,yes,yes,1
comm_conj_003,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_A.png,Is there a red banana in the image?,yes,no,no,0
comm_conj_003,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_A.png,Is there a blue cat in the image?,yes,no,no,0
comm_conj_003,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_A.png,Are the objects placed on a wooden table?,yes,no,no,0
comm_conj_003,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_A.png,Is the cat blue in color?,yes,no,no,0
comm_conj_003,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_A.png,Is the banana red in color?,yes,no,no,0
comm_conj_003,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_B.png,Is there a red banana in the image?,yes,no,no,0
comm_conj_003,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_B.png,Is there a blue cat in the image?,yes,yes,yes,1
comm_conj_003,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_B.png,Are the objects placed on a wooden table?,yes,yes,yes,1
comm_conj_003,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_B.png,Is the cat blue in color?,yes,yes,yes,1
comm_conj_003,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_003_B.png,Is the banana red in color?,yes,yes,yes,1
comm_conj_004,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_A.png,Is there a blue dog in the image?,yes,no,no,0
comm_conj_004,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_A.png,Is there a yellow banana in the image?,yes,yes,yes,1
comm_conj_004,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_A.png,Are the objects placed on a wooden table?,yes,yes,yes,1
comm_conj_004,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_A.png,Is the dog blue in color?,yes,no,no,0
comm_conj_004,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_A.png,Is the banana yellow?,yes,yes,yes,1
comm_conj_004,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_B.png,Is there a blue dog in the image?,yes,no,no,0
comm_conj_004,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_B.png,Is there a yellow banana in the image?,yes,yes,yes,1
comm_conj_004,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_B.png,Are the objects placed on a wooden table?,yes,yes,yes,1
comm_conj_004,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_B.png,Is the dog blue in color?,yes,no,no,0
comm_conj_004,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_004_B.png,Is the banana yellow?,yes,yes,yes,1
comm_conj_005,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_A.png,Is there a blue banana in the image?,yes,no,no,0
comm_conj_005,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_A.png,Is there a red dog in the image?,yes,no,no,0
comm_conj_005,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_A.png,Is the floor dark and metallic?,yes,no,no,0
comm_conj_005,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_A.png,Are there exactly two main objects in the scene?,yes,yes,yes,1
comm_conj_005,Commutative,1,Conjunctive,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_A.png,Is the scene indoors with a metal floor?,yes,no,no,0
comm_conj_005,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_B.png,Is there a blue banana in the image?,yes,no,no,0
comm_conj_005,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_B.png,Is there a red dog in the image?,yes,yes,yes,1
comm_conj_005,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_B.png,Is the floor dark and metallic?,yes,yes,yes,1
comm_conj_005,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_B.png,Are there exactly two main objects in the scene?,yes,yes,yes,1
comm_conj_005,Commutative,1,Conjunctive,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/1/Conjunctive/comm_conj_005_B.png,Is the scene indoors with a metal floor?,yes,no,no,0
comm_horiz_001,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_A.png,Is there a green cat in the image?,yes,yes,yes,1
comm_horiz_001,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_A.png,Is there a red banana in the image?,yes,no,no,0
comm_horiz_001,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_A.png,Are the cat and banana on a plain white surface?,yes,no,no,0
comm_horiz_001,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_A.png,Is the cat positioned to the left of the banana?,yes,no,no,0
comm_horiz_001,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_A.png,Are both the cat and banana clearly visible?,yes,no,no,0
comm_horiz_001,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_B.png,Is there a green cat in the image?,yes,no,no,0
comm_horiz_001,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_B.png,Is there a red banana in the image?,yes,yes,yes,1
comm_horiz_001,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_B.png,Are the cat and banana on a plain white surface?,yes,no,no,0
comm_horiz_001,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_B.png,Is the cat positioned to the left of the banana?,yes,no,no,0
comm_horiz_001,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_001_B.png,Are both the cat and banana clearly visible?,yes,no,no,0
comm_horiz_002,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_A.png,Is there a green apple in the image?,yes,no,no,0
comm_horiz_002,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_A.png,Is there a red cat in the image?,yes,yes,yes,1
comm_horiz_002,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_A.png,Is the background plain white?,yes,no,no,0
comm_horiz_002,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_A.png,Are the apple and cat on a flat surface?,yes,no,no,0
comm_horiz_002,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_A.png,Is the apple positioned next to the cat?,yes,no,no,0
comm_horiz_002,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_B.png,Is there a green apple in the image?,yes,yes,yes,1
comm_horiz_002,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_B.png,Is there a red cat in the image?,yes,yes,yes,1
comm_horiz_002,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_B.png,Is the background plain white?,yes,no,no,0
comm_horiz_002,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_B.png,Are the apple and cat on a flat surface?,yes,yes,yes,1
comm_horiz_002,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_002_B.png,Is the apple positioned next to the cat?,yes,yes,yes,1
comm_horiz_003,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_A.png,Is there a red cat in the image?,yes,yes,yes,1
comm_horiz_003,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_A.png,Is there a green dog in the image?,yes,no,no,0
comm_horiz_003,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_A.png,Are the cat and dog on a white surface?,yes,no,no,0
comm_horiz_003,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_A.png,Is the cat and dog the only animals present?,yes,no,no,0
comm_horiz_003,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_A.png,Are the cat and dog next to each other?,yes,no,no,0
comm_horiz_003,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_B.png,Is there a red cat in the image?,yes,yes,yes,1
comm_horiz_003,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_B.png,Is there a green dog in the image?,yes,no,no,0
comm_horiz_003,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_B.png,Are the cat and dog on a white surface?,yes,no,no,0
comm_horiz_003,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_B.png,Is the cat and dog the only animals present?,yes,no,no,0
comm_horiz_003,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_003_B.png,Are the cat and dog next to each other?,yes,no,no,0
comm_horiz_004,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_A.png,Is there a green apple in the image?,yes,yes,yes,1
comm_horiz_004,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_A.png,Is there a red banana in the image?,yes,yes,yes,1
comm_horiz_004,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_A.png,Are the apple and banana on a white surface?,yes,no,no,0
comm_horiz_004,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_A.png,Is the apple positioned next to the banana?,yes,no,no,0
comm_horiz_004,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_A.png,Are both fruits clearly visible in the image?,yes,no,no,0
comm_horiz_004,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_B.png,Is there a green apple in the image?,yes,yes,yes,1
comm_horiz_004,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_B.png,Is there a red banana in the image?,yes,no,no,0
comm_horiz_004,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_B.png,Are the apple and banana on a white surface?,yes,no,no,0
comm_horiz_004,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_B.png,Is the apple positioned next to the banana?,yes,no,no,0
comm_horiz_004,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_004_B.png,Are both fruits clearly visible in the image?,yes,yes,yes,1
comm_horiz_005,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_A.png,Is there a red banana in the image?,yes,yes,yes,1
comm_horiz_005,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_A.png,Is there a blue apple in the image?,yes,no,no,0
comm_horiz_005,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_A.png,Are the objects placed on a plain white surface?,yes,yes,yes,1
comm_horiz_005,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_A.png,Is the banana positioned next to the apple?,yes,yes,yes,1
comm_horiz_005,Commutative,2,Horizontal,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_A.png,Are there exactly two objects in the scene?,yes,yes,yes,1
comm_horiz_005,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_B.png,Is there a red banana in the image?,yes,no,no,0
comm_horiz_005,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_B.png,Is there a blue apple in the image?,yes,no,no,0
comm_horiz_005,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_B.png,Are the objects placed on a plain white surface?,yes,yes,yes,1
comm_horiz_005,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_B.png,Is the banana positioned next to the apple?,yes,no,no,0
comm_horiz_005,Commutative,2,Horizontal,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/2/Horizontal/comm_horiz_005_B.png,Are there exactly two objects in the scene?,yes,yes,yes,1
comm_vert_001,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_A.png,Is there a green dog in the image?,yes,no,no,0
comm_vert_001,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_A.png,Is there a yellow cat in the image?,yes,yes,yes,1
comm_vert_001,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_A.png,Are the dog and cat on a wooden table?,yes,no,no,0
comm_vert_001,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_A.png,Is the dog positioned above the cat?,yes,no,no,0
comm_vert_001,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_A.png,Is the cat positioned below the dog?,yes,no,no,0
comm_vert_001,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_B.png,Is there a green dog in the image?,yes,no,no,0
comm_vert_001,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_B.png,Is there a yellow cat in the image?,yes,no,no,0
comm_vert_001,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_B.png,Are the dog and cat on a wooden table?,yes,no,no,0
comm_vert_001,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_B.png,Is the dog positioned above the cat?,yes,no,no,0
comm_vert_001,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_001_B.png,Is the cat positioned below the dog?,yes,no,no,0
comm_vert_002,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_A.png,Is there a blue apple in the image?,yes,yes,yes,1
comm_vert_002,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_A.png,Is there a red cat in the image?,yes,yes,yes,1
comm_vert_002,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_A.png,Is the apple positioned above the cat?,yes,no,no,0
comm_vert_002,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_A.png,Are both the apple and the cat on a wooden table?,yes,yes,yes,1
comm_vert_002,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_A.png,Is the cat below the apple?,yes,yes,yes,1
comm_vert_002,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_B.png,Is there a blue apple in the image?,yes,no,no,0
comm_vert_002,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_B.png,Is there a red cat in the image?,yes,yes,yes,1
comm_vert_002,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_B.png,Is the apple positioned above the cat?,yes,no,no,0
comm_vert_002,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_B.png,Are both the apple and the cat on a wooden table?,yes,yes,yes,1
comm_vert_002,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_002_B.png,Is the cat below the apple?,yes,yes,yes,1
comm_vert_003,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_A.png,Is there a yellow apple in the image?,yes,yes,yes,1
comm_vert_003,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_A.png,Is there a blue banana in the image?,yes,no,no,0
comm_vert_003,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_A.png,Are the apple and banana on a plain white surface?,yes,no,no,0
comm_vert_003,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_A.png,Is the apple positioned above the banana?,yes,no,no,0
comm_vert_003,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_A.png,Is the banana positioned below the apple?,yes,no,no,0
comm_vert_003,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_B.png,Is there a yellow apple in the image?,yes,yes,yes,1
comm_vert_003,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_B.png,Is there a blue banana in the image?,yes,yes,yes,1
comm_vert_003,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_B.png,Are the apple and banana on a plain white surface?,yes,no,no,0
comm_vert_003,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_B.png,Is the apple positioned above the banana?,yes,no,no,0
comm_vert_003,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_003_B.png,Is the banana positioned below the apple?,yes,yes,yes,1
comm_vert_004,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_004_A.png,Is there a blue apple in the scene?,yes,yes,yes,1
comm_vert_004,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_004_A.png,Is there a green cat in the scene?,yes,no,no,0
comm_vert_004,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_004_A.png,Is the floor dark and metallic?,yes,no,no,0
comm_vert_004,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_004_A.png,Is the apple positioned above the cat?,yes,no,no,0
comm_vert_004,Commutative,3,Vertical,A,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_004_A.png,Are both the apple and the cat present together?,yes,no,no,0
comm_vert_004,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_004_B.png,Is there a blue apple in the scene?,yes,no,no,0
comm_vert_004,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_004_B.png,Is there a green cat in the scene?,yes,yes,yes,1
comm_vert_004,Commutative,3,Vertical,B,/content/drive/MyDrive/Trustworthy-AI-Final/Images/Commutative/3/Vertical/comm_vert_004_B.png,Is the floor dark and metallic?,yes,no,no,0
