pair_id,logical_law,category_id,semantic_dimension,image_A_path,image_B_path,clip_A,clip_B,clip_mean,clip_diff,image_similarity
assoc_conj_004,Associative,5,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/5/Conjunctive/assoc_conj_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/5/Conjunctive/assoc_conj_004_B.png,39.39409637451172,41.174583435058594,40.284339904785156,1.780487060546875,89.742511510849
assoc_conj_005,Associative,5,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/5/Conjunctive/assoc_conj_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/5/Conjunctive/assoc_conj_005_B.png,39.989986419677734,38.319923400878906,39.15495491027832,1.6700630187988281,79.56712245941162
assoc_horiz_001,Associative,6,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_001_B.png,37.50448989868164,38.082576751708984,37.79353332519531,0.5780868530273438,82.54553079605103
assoc_horiz_002,Associative,6,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_002_B.png,36.51239776611328,39.285682678222656,37.89904022216797,2.773284912109375,73.9952802658081
assoc_horiz_003,Associative,6,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_003_B.png,36.84423065185547,29.5584774017334,33.201354026794434,7.28575325012207,63.99061679840088
assoc_horiz_004,Associative,6,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_004_B.png,41.24243927001953,37.87063217163086,39.556535720825195,3.371807098388672,80.7988703250885
assoc_horiz_005,Associative,6,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/6/Horizontal/assoc_horiz_005_B.png,33.180118560791016,34.71907424926758,33.9495964050293,1.5389556884765625,83.2293450832367
assoc_vert_001,Associative,7,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_001_B.png,37.484474182128906,35.5086669921875,36.4965705871582,1.9758071899414062,74.23779368400574
assoc_vert_002,Associative,7,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_002_B.png,36.80659103393555,34.173763275146484,35.490177154541016,2.6328277587890625,77.47698426246643
assoc_vert_003,Associative,7,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_003_B.png,36.08948516845703,30.74488639831543,33.41718578338623,5.344598770141602,85.65844893455505
assoc_vert_004,Associative,7,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_004_B.png,37.095787048339844,37.12491226196289,37.11034965515137,0.029125213623046875,84.38231945037842
assoc_vert_005,Associative,7,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/7/Vertical/assoc_vert_005_B.png,33.83720397949219,29.688743591308594,31.76297378540039,4.148460388183594,74.09915924072266
assoc_attr_001,Associative,8,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_001_B.png,30.281049728393555,29.125919342041016,29.703484535217285,1.155130386352539,97.66882658004761
assoc_attr_002,Associative,8,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_002_B.png,37.34601593017578,35.72756576538086,36.53679084777832,1.6184501647949219,82.27521777153015
assoc_attr_003,Associative,8,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_003_B.png,41.16600799560547,38.85225296020508,40.00913047790527,2.3137550354003906,84.34199690818787
assoc_attr_004,Associative,8,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_004_B.png,31.535715103149414,32.01597213745117,31.775843620300293,0.4802570343017578,78.82769703865051
assoc_attr_005,Associative,8,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Associative/8/Attributes/assoc_attr_005_B.png,33.061195373535156,35.09526824951172,34.07823181152344,2.0340728759765625,68.95309686660767
dist_conj_001,Distributive,9,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_001_B.png,36.12333679199219,35.420494079589844,35.771915435791016,0.7028427124023438,81.98508024215698
dist_conj_002,Distributive,9,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_002_B.png,40.768455505371094,35.07416534423828,37.92131042480469,5.6942901611328125,85.83256006240845
dist_conj_003,Distributive,9,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_003_B.png,41.382240295410156,32.88949966430664,37.1358699798584,8.492740631103516,74.16136264801025
dist_conj_004,Distributive,9,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_004_B.png,32.10214614868164,32.78546142578125,32.443803787231445,0.6833152770996094,93.52700114250183
dist_conj_005,Distributive,9,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/9/Conjunctive/dist_conj_005_B.png,35.58189392089844,33.498817443847656,34.54035568237305,2.0830764770507812,76.17741823196411
dist_horiz_001,Distributive,10,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_001_B.png,38.36552429199219,37.00821304321289,37.68686866760254,1.3573112487792969,83.90452265739441
dist_horiz_002,Distributive,10,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_002_B.png,33.994598388671875,35.079429626464844,34.53701400756836,1.0848312377929688,78.58415842056274
dist_horiz_003,Distributive,10,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_003_B.png,35.50469970703125,34.19086837768555,34.8477840423584,1.3138313293457031,75.88727474212646
dist_horiz_004,Distributive,10,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_004_B.png,36.465972900390625,31.659841537475586,34.062907218933105,4.806131362915039,76.57702565193176
dist_horiz_005,Distributive,10,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/10/Horizontal/dist_horiz_005_B.png,34.971717834472656,33.462669372558594,34.217193603515625,1.5090484619140625,80.09300827980042
dist_vert_001,Distributive,11,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_001_B.png,36.41464614868164,33.087032318115234,34.75083923339844,3.3276138305664062,73.17084670066833
dist_vert_002,Distributive,11,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_002_B.png,36.116973876953125,34.628196716308594,35.37258529663086,1.4887771606445312,85.99172234535217
dist_vert_003,Distributive,11,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_003_B.png,36.490089416503906,35.575721740722656,36.03290557861328,0.91436767578125,94.45924758911133
dist_vert_004,Distributive,11,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_004_B.png,30.318763732910156,32.72626876831055,31.52251625061035,2.4075050354003906,82.79284834861755
dist_vert_005,Distributive,11,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/11/Vertical/dist_vert_005_B.png,40.154972076416016,38.386940002441406,39.27095603942871,1.7680320739746094,93.49526762962341
dist_attr_001,Distributive,12,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_001_B.png,29.759906768798828,31.35628318786621,30.55809497833252,1.5963764190673828,89.89530801773071
dist_attr_002,Distributive,12,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_002_B.png,31.66605567932129,31.407142639160156,31.536599159240723,0.2589130401611328,96.59757018089294
dist_attr_003,Distributive,12,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_003_B.png,34.81861877441406,37.086029052734375,35.95232391357422,2.2674102783203125,93.32632422447205
dist_attr_004,Distributive,12,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_004_B.png,30.062406539916992,27.647451400756836,28.854928970336914,2.4149551391601562,89.97856378555298
dist_attr_005,Distributive,12,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Distributive/12/Attributes/dist_attr_005_B.png,33.564598083496094,37.270050048828125,35.41732406616211,3.7054519653320312,87.67871260643005
compl_conj_001,Complement,13,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_001_B.png,37.084503173828125,31.592317581176758,34.33841037750244,5.492185592651367,63.239842653274536
compl_conj_002,Complement,13,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_002_B.png,33.949493408203125,27.613513946533203,30.781503677368164,6.335979461669922,92.63177514076233
compl_conj_003,Complement,13,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_003_B.png,35.08076095581055,32.87966537475586,33.9802131652832,2.2010955810546875,82.20586776733398
compl_conj_004,Complement,13,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_004_B.png,33.83987045288086,30.322616577148438,32.08124351501465,3.517253875732422,91.87832474708557
compl_conj_005,Complement,13,Conjunctive,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/13/Conjunctive/compl_conj_005_B.png,32.43059158325195,31.012392044067383,31.721491813659668,1.4181995391845703,88.51547241210938
compl_horiz_001,Complement,14,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_001_B.png,38.77711868286133,32.872962951660156,35.82504081726074,5.904155731201172,78.3079743385315
compl_horiz_002,Complement,14,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_002_B.png,35.357147216796875,32.87998580932617,34.11856651306152,2.477161407470703,73.93714785575867
compl_horiz_003,Complement,14,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_003_B.png,38.5704231262207,34.7933235168457,36.6818733215332,3.777099609375,82.66829252243042
compl_horiz_004,Complement,14,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_004_B.png,28.738779067993164,29.284133911132812,29.01145648956299,0.5453548431396484,69.39353942871094
compl_horiz_005,Complement,14,Horizontal,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/14/Horizontal/compl_horiz_005_B.png,41.32270812988281,35.699371337890625,38.51103973388672,5.6233367919921875,75.20816922187805
compl_vert_001,Complement,15,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_001_B.png,32.18191909790039,33.977813720703125,33.07986640930176,1.7958946228027344,71.74602746963501
compl_vert_002,Complement,15,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_002_B.png,35.27272033691406,30.593780517578125,32.933250427246094,4.6789398193359375,67.93690919876099
compl_vert_003,Complement,15,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_003_B.png,35.60169982910156,34.25785827636719,34.929779052734375,1.343841552734375,90.97654223442078
compl_vert_004,Complement,15,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_004_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_004_B.png,33.40740966796875,37.16582489013672,35.286617279052734,3.7584152221679688,80.68671822547913
compl_vert_005,Complement,15,Vertical,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_005_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/15/Vertical/compl_vert_005_B.png,37.87990188598633,38.71326446533203,38.29658317565918,0.8333625793457031,74.26880598068237
compl_attr_001,Complement,16,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/16/Attributes/compl_attr_001_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/16/Attributes/compl_attr_001_B.png,35.43814468383789,31.753381729125977,33.595763206481934,3.684762954711914,89.04905915260315
compl_attr_002,Complement,16,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/16/Attributes/compl_attr_002_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/16/Attributes/compl_attr_002_B.png,33.36090850830078,29.278051376342773,31.319479942321777,4.082857131958008,75.06687641143799
compl_attr_003,Complement,16,Attributes,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/16/Attributes/compl_attr_003_A.png,/content/drive/MyDrive/Trustworthy-AI-Final/Images_xl_base/Complement/16/Attributes/compl_attr_003_B.png,35.95792007446289,31.526378631591797,33.742149353027344,4.431541442871094,76.33005976676941
